targetid,z,zwarn,coadd_fiberstatus,spectype,mean_fiber_ra,mean_fiber_dec
39633405599549574,0.45113035931357465,0,0,GALAXY,271.54538,61.403255
39633402697093461,0.42860691961453784,0,0,GALAXY,271.52737,61.34311
39633402697093251,0.43953905486821454,0,0,GALAXY,271.50476,61.34975
39633411333163439,0.4344779686117482,0,0,GALAXY,270.8186,61.9795
39633405599550023,0.39554080884802456,0,0,GALAXY,271.59396,61.450775
39633396812484642,0.320611767941924,0,0,GALAXY,270.49237,60.842205
39633411333161974,0.4172116911339827,0,0,GALAXY,270.6389,61.99372
39633396812482384,0.4338612982359717,0,0,GALAXY,270.22214,60.844257
39633408481035202,0.3877520210004047,0,0,GALAXY,271.43457,61.77776
39633405599549239,0.4427656673043087,0,0,GALAXY,271.50787,61.489197
39633405599548415,0.32422768746891373,0,0,GALAXY,271.41278,61.38385
39633408472646289,0.2415900983241973,0,0,GALAXY,270.33173,61.70986
39633405595357726,0.4382870649495059,0,0,GALAXY,271.27448,61.386177
39633405595357397,0.3956295844995062,0,0,GALAXY,271.2439,61.396645
39633405595357457,0.43131467562470954,0,0,GALAXY,271.2481,61.476982
39633405595357470,0.3954631610750153,0,0,GALAXY,271.24963,61.486492
39633405599550471,0.4421300158718054,0,0,GALAXY,271.63782,61.51637
39633405599549610,0.43123949294665426,0,0,GALAXY,271.54788,61.499035
39633408481034617,0.42037521164063607,0,0,GALAXY,271.35565,61.838726
39633408481036693,0.42657861550643505,0,0,GALAXY,271.60468,61.844288
39633411341549851,0.4199769625153234,0,0,GALAXY,271.61935,61.998695
39633408472646961,0.4036353489421995,0,0,GALAXY,270.3963,61.775803
39633408476844362,0.42002060912742367,0,0,GALAXY,271.26926,61.85643
39633405599548967,0.33053609268830114,0,0,GALAXY,271.47736,61.57707
39633405599550194,0.4215770290378867,0,0,GALAXY,271.61084,61.590492
39633408468454345,0.42725760414376596,0,0,GALAXY,270.10242,61.71531
39633408481037027,0.3226201282041239,0,0,GALAXY,271.64218,61.643177
39633408481036529,0.4253908503686249,0,0,GALAXY,271.58643,61.63478
39633405599547869,0.4256447890872274,0,0,GALAXY,271.35242,61.52764
39633408468454436,0.32970651683750984,0,0,GALAXY,270.11383,61.838085
39633408472646450,0.39852748119836523,0,0,GALAXY,270.34735,61.864193
39633408481034533,0.46146660470689504,0,0,GALAXY,271.34534,61.63503
39633408476843066,0.3050905136144461,0,0,GALAXY,271.13098,61.693928
39633411328969522,0.4444850377526086,0,0,GALAXY,270.3273,62.008583
39633408476843893,0.38838352735226594,0,0,GALAXY,271.21655,61.8016
39633408476843425,0.41850948805191923,0,0,GALAXY,271.16742,61.80973
39633402697089672,0.39977173742447547,0,0,GALAXY,271.1053,61.360424
39633402697089275,0.4231493272402321,0,0,GALAXY,271.05853,61.370052
39633405595356282,0.3216757838433961,0,0,GALAXY,271.13324,61.43234
39633414185291468,0.36868891626459294,0,0,GALAXY,273.37122,62.241787
39633405595355452,0.412777545958538,0,0,GALAXY,271.0402,61.43794
39633405595354470,0.4040434586395596,0,0,GALAXY,270.93,61.39846
39633405595355119,0.42770846413496516,0,0,GALAXY,271.0079,61.449432
39633405595353719,0.23872574913996394,0,0,GALAXY,270.84708,61.418247
39633408476841220,0.2954679276664049,0,0,GALAXY,270.92426,61.720135
39633408476842066,0.389702272093388,0,0,GALAXY,271.01968,61.80068
39633411337355758,0.4476594793234464,0,0,GALAXY,271.13025,61.879803
39633414185290750,0.44967251116623386,0,0,GALAXY,273.28812,62.205578
39633411333164259,0.42827327405737303,0,0,GALAXY,270.92072,61.929436
39633414185290109,0.4488736758872959,0,0,GALAXY,273.20776,62.202606
39633419780489373,0.3338799367168766,0,0,GALAXY,272.7267,62.832703
39633411333164298,0.41694623045503215,0,0,GALAXY,270.9252,61.944435
39633402692897065,0.4404230622336393,0,0,GALAXY,270.7857,61.353786
39633402692896820,0.43849991970659624,0,0,GALAXY,270.75806,61.35646
39633402692895923,0.4333175427172194,0,0,GALAXY,270.63882,61.35805
39633405591163719,0.4064765661851562,0,0,GALAXY,270.74582,61.46948
39633405591161977,0.42758131837497765,0,0,GALAXY,270.56534,61.3794
39633405591162129,0.42790152532269393,0,0,GALAXY,270.57968,61.37964
39633405591161521,0.4307413160997758,0,0,GALAXY,270.523,61.38204
39633405591161542,0.4298037236375603,0,0,GALAXY,270.52533,61.38369
39633405591161022,0.4360087523762473,0,0,GALAXY,270.4802,61.409985
39633405591160942,0.430291198287142,0,0,GALAXY,270.4735,61.404457
39633405591161265,0.43697295758114435,0,0,GALAXY,270.50137,61.456066
39633405591163678,0.40459201088327623,0,0,GALAXY,270.74063,61.536377
39633405591162967,0.4072822912742459,0,0,GALAXY,270.66034,61.507988
39633405591163016,0.4038125041210248,0,0,GALAXY,270.66574,61.51033
39633405591162707,0.4083506394514173,0,0,GALAXY,270.63208,61.546463
39633408476840050,0.4337611695365368,0,0,GALAXY,270.79715,61.647446
39633408476839984,0.4314227324778734,0,0,GALAXY,270.78857,61.64931
39633405591160367,0.42292111718739167,0,0,GALAXY,270.42307,61.58381
39633425283416999,0.33018681365850333,0,0,GALAXY,272.3314,63.25283
39633422544538757,0.36105296361077305,0,0,GALAXY,272.85123,62.912495
39633414176899973,0.2940322365625439,0,0,GALAXY,271.97256,62.131042
39633411349940167,0.46423559627153166,0,0,GALAXY,272.85577,62.0988
39633422544539230,0.3342939411481962,0,0,GALAXY,272.90915,62.91927
39633422544539202,0.36164995557332413,0,0,GALAXY,272.90524,63.02563
39633411345748651,0.3484947052338154,0,0,GALAXY,272.64127,62.024693
39633422544539238,0.3648960724130944,0,0,GALAXY,272.91022,63.033478
39633422544538243,0.44284983637325465,0,0,GALAXY,272.79282,62.939655
39633422544538266,0.4770781671830577,0,0,GALAXY,272.7949,63.03124
39633414176900375,0.4209364438000756,0,0,GALAXY,272.01355,62.213596
39633425287613365,0.4329964902363115,0,0,GALAXY,273.18396,63.179916
39633414176899708,0.2619536855620487,0,0,GALAXY,271.94202,62.259792
39633414176900255,0.23930645670392808,0,0,GALAXY,272.00104,62.278778
39633425279223801,0.36178468787829765,0,0,GALAXY,271.89148,63.237686
39633425279223334,0.324449134858541,0,0,GALAXY,271.83658,63.16646
39633414176899709,0.4240632882280069,0,0,GALAXY,271.94223,62.356247
39633422544539973,0.4186009071816764,0,0,GALAXY,273.008,63.07347
39633425279225729,0.4175977558113572,0,0,GALAXY,272.1342,63.30388
39633422544539982,0.29853805613079004,0,0,GALAXY,273.00864,63.116898
39633422544538669,0.44853192770514644,0,0,GALAXY,272.84155,63.082516
39633422544538622,0.41836360902192987,0,0,GALAXY,272.83484,63.090908
39633425279225091,0.4136555808764554,0,0,GALAXY,272.04962,63.369648
39633422544538121,0.47984273161308044,0,0,GALAXY,272.77884,63.073242
39633422544535732,0.47911371315011153,0,0,GALAXY,272.48358,62.877754
39633411341550050,0.32120087244159357,0,0,GALAXY,271.6483,62.061058
39633411337358565,0.32130473216344124,0,0,GALAXY,271.48035,62.029396
39633414172706393,0.31403174102687437,0,0,GALAXY,271.53024,62.137806
39633414172706512,0.29401837141892717,0,0,GALAXY,271.5454,62.14958
39633414172706313,0.458003879775461,0,0,GALAXY,271.5222,62.18413
39633416995472094,0.4467806686648292,0,0,GALAXY,273.31158,62.380512
39633411337357992,0.37489945841170214,0,0,GALAXY,271.41107,62.08536
39633419776296957,0.45665794359688733,0,0,GALAXY,272.4307,62.8377
39633419776295256,0.45594732603427496,0,0,GALAXY,272.21405,62.714188
39633411337357590,0.3744589567139243,0,0,GALAXY,271.362,62.09305
39633414185287786,0.4703985310060873,0,0,GALAXY,272.94418,62.341576
39633414185287792,0.4702991171269319,0,0,GALAXY,272.94492,62.34268
39633414181097856,0.47058467257683617,0,0,GALAXY,272.89847,62.363205
39633419776295487,0.4855751815247103,0,0,GALAXY,272.2448,62.855255
39633422540343991,0.4585736878648528,0,0,GALAXY,272.27817,62.994556
39633416991279622,0.3669367472081349,0,0,GALAXY,272.97726,62.62378
39633419780490197,0.38252311880757917,0,0,GALAXY,272.81836,62.659767
39633414172705299,0.26314261621051094,0,0,GALAXY,271.3944,62.200108
39633414172705487,0.36164241442075107,0,0,GALAXY,271.41623,62.340057
39633414172708535,0.31965151632128785,0,0,GALAXY,271.78946,62.23227
39633414172708184,0.32309943863468177,0,0,GALAXY,271.75186,62.308437
39633419776294986,0.48095071359610647,0,0,GALAXY,272.1766,62.83116
39633411337355926,0.4609189950142636,0,0,GALAXY,271.15176,62.075363
39633419772101772,0.48374439890768967,0,0,GALAXY,271.79163,62.725784
39633411333164168,0.48354790047416796,0,0,GALAXY,270.90967,62.10358
39633411345746841,0.4375451548683887,0,0,GALAXY,272.44177,62.02448
39633411345746033,0.4589525008339995,0,0,GALAXY,272.3457,62.054165
39633422540342243,0.4207311928926488,0,0,GALAXY,272.03024,62.956593
39633411345745720,0.45571649930969726,0,0,GALAXY,272.3085,62.031845
39633422540342154,0.4227715020457518,0,0,GALAXY,272.01834,63.03143
39633422544537014,0.4447210075154626,0,0,GALAXY,272.64243,63.06341
39633414176901593,0.3719185389478753,0,0,GALAXY,272.14035,62.165913
39633414181094534,0.45115807637741046,0,0,GALAXY,272.52344,62.246056
39633414181094399,0.45028503518081126,0,0,GALAXY,272.508,62.241173
39633414176903943,0.4442590281844157,0,0,GALAXY,272.40295,62.20506
39633414168510984,0.35845927661716726,0,0,GALAXY,270.8672,62.34401
39633414172706959,0.3618099068534281,0,0,GALAXY,271.60446,62.36192
39633416982892446,0.305049044938607,0,0,GALAXY,272.13748,62.390427
39633422544535605,0.45918972854547413,0,0,GALAXY,272.46762,63.110435
39633416982891754,0.2619880871736614,0,0,GALAXY,272.04953,62.415356
39633425283418861,0.36728378377204407,0,0,GALAXY,272.57632,63.222404
39633416982891509,0.48229370770436836,0,0,GALAXY,272.01694,62.44406
39633422540345042,0.4585749309608291,0,0,GALAXY,272.42392,63.111523
39633414176902957,0.25479601789103834,0,0,GALAXY,272.2935,62.30054
39633416978697192,0.3855059855800792,0,0,GALAXY,271.45538,62.46198
39633422540343873,0.4186818027269561,0,0,GALAXY,272.2621,63.120033
39633414172708893,0.293798013797077,0,0,GALAXY,271.83,62.371128
39633425283417665,0.41926004631199704,0,0,GALAXY,272.41235,63.17639
39633425283417122,0.471409097952429,0,0,GALAXY,272.34476,63.20495
39633425283418106,0.3681539266525398,0,0,GALAXY,272.47113,63.266758
39633416978697806,0.4615340820329955,0,0,GALAXY,271.52747,62.59118
39633425283418765,0.3304257007102932,0,0,GALAXY,272.5627,63.35218
39633425275029435,0.41557044294472384,0,0,GALAXY,271.33643,63.161068
39633419780492935,0.4696139257592828,0,0,GALAXY,273.1643,62.768627
39633422548730558,0.2683377107936932,0,0,GALAXY,273.10242,62.90528
39633422548731773,0.3347286648955757,0,0,GALAXY,273.26047,63.033005
39633422548730822,0.33709915797370105,0,0,GALAXY,273.14194,63.014336
39633419780490894,0.26918711905467463,0,0,GALAXY,272.90903,62.85668
39633419767908700,0.26075951677393666,0,0,GALAXY,271.39343,62.68298
39633419767908669,0.2604514019264513,0,0,GALAXY,271.38864,62.681396
39633419767908325,0.13079078278093756,0,0,GALAXY,271.33936,62.67411
39633425279222065,0.33754827345809574,0,0,GALAXY,271.68848,63.278786
39633425275031695,0.25772269022655064,0,0,GALAXY,271.6275,63.255657
39633425270833285,0.3368677884454995,0,0,GALAXY,270.56866,63.180378
39633425275029259,0.41788901850268145,0,0,GALAXY,271.31238,63.187317
39633427988742329,0.33594674993280144,0,0,GALAXY,270.85556,63.40032
39633425270833334,0.1491075597288656,0,0,GALAXY,270.57483,63.36006
39633419767907723,0.49107552665096255,0,0,GALAXY,271.25946,62.697746
39633419767907069,0.3354080001866825,0,0,GALAXY,271.17288,62.646713
39633419759521720,0.457260228948721,0,0,GALAXY,270.5338,62.629677
39633419763712388,0.45525490363420773,0,0,GALAXY,270.587,62.655476
39633416970305881,0.4554432375127363,0,0,GALAXY,270.0408,62.410736
39633425275028459,0.30813002161622205,0,0,GALAXY,271.21277,63.21223
39633416970305667,0.32584637944616907,0,0,GALAXY,270.01257,62.503265
39633422527759106,0.37090442476210306,0,0,GALAXY,270.374,63.120457
39633416974502823,0.32742224257338626,0,0,GALAXY,270.9478,62.569233
39633416974502376,0.32667619197397657,0,0,GALAXY,270.89172,62.612328
39633425275028467,0.43820403442067535,0,0,GALAXY,271.21368,63.245903
39633422531954669,0.4170919154295524,0,0,GALAXY,271.05728,63.102463
39633419759520911,0.24202648638368196,0,0,GALAXY,270.43198,62.645634
39633425270836068,0.33773657662760326,0,0,GALAXY,270.9309,63.144314
39633425270836754,0.30818117947051404,0,0,GALAXY,271.01175,63.176487
39633425275028503,0.3367719604760333,0,0,GALAXY,271.21744,63.30608
39633419772101162,0.48461556286626806,0,0,GALAXY,271.70657,62.74408
39633422523566090,0.4289920779259443,0,0,GALAXY,270.0117,63.100246
39633425266638961,0.42763778228303284,0,0,GALAXY,270.01355,63.132027
39633425266639817,0.2863990894235658,0,0,GALAXY,270.12592,63.20213
39633425266638881,0.28525525175270794,0,0,GALAXY,270.00153,63.197063
39633427988745767,0.3829070131930538,0,0,GALAXY,271.30392,63.42849
39633425266641923,0.3724023069628573,0,0,GALAXY,270.40906,63.264404
39633427988744256,0.30726406703142584,0,0,GALAXY,271.11642,63.40774
39633425266641318,0.30397003144776685,0,0,GALAXY,270.31848,63.321075
39633427984548106,0.08878493391993368,0,0,GALAXY,270.31052,63.38934
39633419767909594,0.48610632875566123,0,0,GALAXY,271.51193,62.773933
39633419763714489,0.32671295347561485,0,0,GALAXY,270.8664,62.766956
39633422527762461,0.20086219163303023,0,0,GALAXY,270.81815,62.953445
39633422536148130,0.33437334978509575,0,0,GALAXY,271.5153,62.980267
39633422536147095,0.26046539577640077,0,0,GALAXY,271.3819,62.939816
39633422531957273,0.48935142088887723,0,0,GALAXY,271.35486,63.02515
39633419767907470,0.4882395065217684,0,0,GALAXY,271.22333,62.73731
39633422527761709,0.46520659939874304,0,0,GALAXY,270.7217,63.012604
39633422531956628,0.48880922696487256,0,0,GALAXY,271.2763,62.87665
39633419767907115,0.4696870554599382,0,0,GALAXY,271.1787,62.816647
39633411333163022,0.357746577744332,0,0,GALAXY,270.7696,62.048237
39633422527760756,0.42705879213446085,0,0,GALAXY,270.60934,63.046585
39633411328970336,0.49169928029623644,0,0,GALAXY,270.42746,62.0353
39633419763715583,0.4582399755636918,0,0,GALAXY,271.00784,62.797886
39633422527759676,0.28900598397768434,0,0,GALAXY,270.46045,63.001434
39633419759518153,0.3219116461620101,0,0,GALAXY,270.05927,62.760685
39633422531955368,0.4664517503361907,0,0,GALAXY,271.13202,62.97727
39633425266640172,0.30360739365724027,0,0,GALAXY,270.17218,63.310455
39633425266638965,0.3890521332501283,0,0,GALAXY,270.0143,63.336506
39633425266639803,0.33555394862878235,0,0,GALAXY,270.1247,63.370438
39633414164318459,0.45658926998254284,0,0,GALAXY,270.5495,62.18535
39633414164317521,0.3264288624413318,0,0,GALAXY,270.44525,62.147537
39633414164317955,0.25944580264090145,0,0,GALAXY,270.49487,62.168934
39633427980356113,0.3873892986968286,0,0,GALAXY,270.055,63.403946
39633422523566951,0.36440251325606127,0,0,GALAXY,270.1249,62.891777
39633414164319290,0.3743926461463453,0,0,GALAXY,270.63983,62.246506
39633422531954835,0.40921421101630695,0,0,GALAXY,271.07278,62.934753
39633422531954569,0.46073429665805216,0,0,GALAXY,271.04614,62.97618
39633422531954528,0.46094248812130206,0,0,GALAXY,271.04147,62.98181
39633422523566886,0.48583783375099726,0,0,GALAXY,270.11642,62.931194
39633422531954749,0.2194028057390506,0,0,GALAXY,271.06512,63.04853
39633422531954086,0.4363098080899382,0,0,GALAXY,270.9856,63.01063
39633425279222322,0.42600975148271186,0,0,GALAXY,271.71927,63.142536
39633438617108556,0.39505324569782485,0,0,GALAXY,270.00226,64.39532
39633425279221946,0.4265363023319304,0,0,GALAXY,271.67398,63.159397
39633425279222299,0.4895708913583225,0,0,GALAXY,271.7171,63.217648
39633425275031018,0.4173288465945512,0,0,GALAXY,271.5443,63.23599
39633427980356570,0.28783091222033547,0,0,GALAXY,270.1191,63.5568
39633427980355835,0.26798511520240553,0,0,GALAXY,270.01556,63.588337
39633430673100215,0.3329847033921229,0,0,GALAXY,270.4463,63.73152
39633430673097869,0.4182416537559234,0,0,GALAXY,270.14453,63.687107
39633430673097634,0.336457227714979,0,0,GALAXY,270.11548,63.745247
39633430673097323,0.33492398083513575,0,0,GALAXY,270.07428,63.755543
39633427997133994,0.38771326783374804,0,0,GALAXY,272.4257,63.57983
39633430689875274,0.36606738763743824,0,0,GALAXY,272.42258,63.634872
39633427997130854,0.3085146300803053,0,0,GALAXY,271.9608,63.53112
39633427992940669,0.406440230305225,0,0,GALAXY,271.90683,63.564983
39633430685681494,0.37450912835004746,0,0,GALAXY,271.94556,63.6403
39633430685681533,0.3709613069239321,0,0,GALAXY,271.95007,63.665424
39633430685680558,0.38817860141482263,0,0,GALAXY,271.81128,63.68214
39633430685681051,0.37321703565879927,0,0,GALAXY,271.88345,63.78116
39633430685683496,0.33089108728676697,0,0,GALAXY,272.2286,63.822987
39633430685682110,0.29766537632782936,0,0,GALAXY,272.03552,63.861683
39633441230161297,0.36674729014257884,0,0,GALAXY,272.23282,64.80343
39633427992938553,0.3806634481547752,0,0,GALAXY,271.65076,63.604797
39633411328969968,0.4330750149313563,0,0,GALAXY,270.3833,62.0287
39633411328970096,0.2613529746674559,0,0,GALAXY,270.40012,62.092712
39633411328968230,0.26285592029319077,0,0,GALAXY,270.16974,62.061653
39633411328968083,0.4115918689402547,0,0,GALAXY,270.15506,62.073074
39633427992937117,0.49127052042349295,0,0,GALAXY,271.47183,63.569633
39633430685680395,0.38693910029455975,0,0,GALAXY,271.7901,63.681404
39633430681489355,0.36381848775341247,0,0,GALAXY,271.64835,63.66053
39633430685679971,0.31801216275991884,0,0,GALAXY,271.7347,63.697582
39633430681487580,0.3994893612778682,0,0,GALAXY,271.42725,63.641354
39633430681488387,0.3731316399998881,0,0,GALAXY,271.5284,63.76864
39633427988744864,0.2986956584303935,0,0,GALAXY,271.19177,63.495453
39633427988743360,0.33182727321072275,0,0,GALAXY,271.00067,63.56547
39633430681486044,0.295974132877535,0,0,GALAXY,271.2142,63.769215
39633430681486063,0.29661941052185853,0,0,GALAXY,271.21774,63.779224
39633430681485635,0.24566164049688077,0,0,GALAXY,271.16122,63.769993
39633430677294687,0.3874197168788176,0,0,GALAXY,271.0352,63.6576
39633430677294039,0.33249578293962745,0,0,GALAXY,270.94534,63.644318
39633430677295161,0.26307140881649543,0,0,GALAXY,271.0961,63.772152
39633438621304451,0.2859806427179323,0,0,GALAXY,270.78006,64.61015
39633430677295285,0.263337376000179,0,0,GALAXY,271.1124,63.820232
39633430677295297,0.2641060665154095,0,0,GALAXY,271.1137,63.82724
39633433344872651,0.3732935900370589,0,0,GALAXY,270.52704,63.943436
39633441221771812,0.29013547977922055,0,0,GALAXY,270.94562,64.83882
39633427984551182,0.3891563519214367,0,0,GALAXY,270.7441,63.495773
39633441213386702,0.4063813884032655,0,0,GALAXY,270.23645,64.624954
39633430677291524,0.46761317602947405,0,0,GALAXY,270.63184,63.7062
39633427984548606,0.3865276476828998,0,0,GALAXY,270.38208,63.500465
